CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,SUGAMUXI,15820,TÓPAGA,115820000023,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,215820000061,CENT EDUC LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.759801479,-72.84865598
15,BOYACÁ,SUGAMUXI,15820,TÓPAGA,215820000087,I.E. VADO CASTRO,215820000087,I.E. VADO CASTRO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.771647938,-72.85237982
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000114,ESC RANCHERIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.47492124,-73.00074942
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000092,ESC RUR CORALES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.493347,-73.036228
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000181,ESC RUR DONSIQUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.49597468,-72.97709321
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000106,ESC RUR EL TOBAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.498575002,-73.01616778
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000149,ESC RUR GUÁQUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.555015,-72.961534
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000050,ESC RUR LA PUERTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.491410445,-72.96974211
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000203,ESC RUR MONGATA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.511542,-73.021117
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000122,ESC RUR PANTANO HONDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.521264,-72.987867
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000068,ESC RUR ROMERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.572421575,-73.00717342
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000076,ESC RUR TOTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.569722,-73.006111
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000190,ESC RURAL RIO SECO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.539931,-72.999784
15,BOYACÁ,SUGAMUXI,15822,TOTA,115822000152,I.E. JORGE ELIECER GAITAN,215822000084,ESC RURAL TOQUECHA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.522778,-73.020278
15,BOYACÁ,CENTRO,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001000973,BARON GALLERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.464676,-73.406978
15,BOYACÁ,CENTRO,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001000957,BARON GERMANIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.49212,-73.40434
15,BOYACÁ,CENTRO,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001000965,CHORRO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.536667,-73.36
15,BOYACÁ,CENTRO,15001,TUNJA,115001002807,GUSTAVO ROJAS PINILLA.,215001002054,FLORENCIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.534444,-73.360278
15,BOYACÁ,CENTRO,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001001091,FRANCISCO DE PAULA SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.491944,-73.375
15,BOYACÁ,CENTRO,15001,TUNJA,115001002807,GUSTAVO ROJAS PINILLA.,215001001031,LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.53951,-73.409424
15,BOYACÁ,CENTRO,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001000990,RUNTA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.496649,-73.381257
15,BOYACÁ,OCCIDENTE,15832,TUNUNGUÁ,115832000151,I.E. LUIS GUILLERMO ROJAS BARRERA,215832000074,ESC RUR ANCAMAY,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.711798231,-73.95540617
15,BOYACÁ,OCCIDENTE,15832,TUNUNGUÁ,115832000151,I.E. LUIS GUILLERMO ROJAS BARRERA,215832000040,ESC RUR CALICHAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.724629474,-73.92660874
15,BOYACÁ,MÁRQUEZ,15835,TURMEQUÉ,115835000283,I.E. TECNICA INDUSTRIAL,215835000059,ESC GUANZAQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.2637536,-73.5182473
15,BOYACÁ,MÁRQUEZ,15835,TURMEQUÉ,115835000011,I.E. DIEGO DE TORRES,215835000172,ESC MARCO FIDEL SUÁREZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.289619,-73.522311
15,BOYACÁ,MÁRQUEZ,15835,TURMEQUÉ,115835000011,I.E. DIEGO DE TORRES,215835000164,ESC POZO NEGRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.29828951,-73.48515825
15,BOYACÁ,MÁRQUEZ,15835,TURMEQUÉ,115835000011,I.E. DIEGO DE TORRES,215835000113,ESC SIGUINEQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.270452,-73.504477
15,BOYACÁ,MÁRQUEZ,15835,TURMEQUÉ,215835000083,I.E. TEGUANEQUE,215835000083,I.E. TEGUANEQUE - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.251396,-73.526392
15,BOYACÁ,CENTRO,15837,TUTA,115837000256,I.E. TECNICA CHICAMOCHA,215837000056,ESC AGUA BLANCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.66094,-73.238137
15,BOYACÁ,CENTRO,15837,TUTA,215837000340,I.E. EL CRUCE,215837000081,ESC ALIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.644895,-73.127118
15,BOYACÁ,CENTRO,15837,TUTA,215837000340,I.E. EL CRUCE,215837000099,ESC EL CRUCE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.659167,-73.150556
15,BOYACÁ,CENTRO,15837,TUTA,115837000256,I.E. TECNICA CHICAMOCHA,215837000307,ESC GENERAL SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.639734,-73.216119
15,BOYACÁ,CENTRO,15837,TUTA,215837000102,I.E. SAN NICOLAS,415837000225,ESC SIDERURGICA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,5.25,21,12/01/2032 12:00:00 AM,5.716679,-73.225287
15,BOYACÁ,CENTRO,15837,TUTA,215837000340,I.E. EL CRUCE,215837000340,I.E. EL CRUCE - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.659167,-73.150556
15,BOYACÁ,CENTRO,15837,TUTA,215837000102,I.E. SAN NICOLAS,215837000102,I.E. SAN NICOLAS - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.710317,-73.188342
15,BOYACÁ,TUNDAMA,15839,TUTAZÁ,115839000105,I.E. TECNICA PIO MORANTES,215839000037,ESC LLANO DEL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.118984282,-72.83746413
15,BOYACÁ,TUNDAMA,15839,TUTAZÁ,115839000105,I.E. TECNICA PIO MORANTES,215839000070,ESC TIESTECITOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.068239706,-72.88544934
15,BOYACÁ,TUNDAMA,15839,TUTAZÁ,415839000125,I.E. TECNICA LA LIBERTAD,415839000125,I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,6.100425438,-72.86713886
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000013,I.E. TECNICA AGROPECUARIA,215842000137,ESC ALTAMIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.29381981,-73.44800425
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000013,I.E. TECNICA AGROPECUARIA,215842000145,ESC BOQUERON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.266952,-73.455004
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000013,I.E. TECNICA AGROPECUARIA,215842000129,ESC CHUSCAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.24802244,-73.46126319
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000226,I.E. SAN ISIDRO,215842000188,ESC GAUNZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.19365087,-73.45087553
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000226,I.E. SAN ISIDRO,215842000064,ESC LA PALMA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.18821,-73.436004
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000196,I.E. DIVINO NIÑO,215842000340,ESC LLANO VERDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.230278,-73.481111
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000196,I.E. DIVINO NIÑO,215842000331,ESC LOS PUENTES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.173921196,-73.49380008
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000013,I.E. TECNICA AGROPECUARIA,215842000200,ESC NUEVE PILAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.208701438,-73.50136112
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000196,I.E. DIVINO NIÑO,215842000285,ESC PALOCAIDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.18714,-73.47439
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000013,I.E. TECNICA AGROPECUARIA,215842000161,ESC PAVAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.27885229,-73.4689642
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,115842000272,I.E. TECNICA SAN IGNACIO,215842000218,ESC ROSAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.22053707,-73.47237816
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000196,I.E. DIVINO NIÑO,215842000269,ESC TAMBOR GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.19498208,-73.46221386
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,115842000272,I.E. TECNICA SAN IGNACIO,215842000323,ESC TASVITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.21281,-73.5145
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,215842000226,I.E. SAN ISIDRO,215842000056,ESC UVERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.19303973,-73.43172196
15,BOYACÁ,MÁRQUEZ,15842,UMBITA,115842000272,I.E. TECNICA SAN IGNACIO,215842000099,ESCULA JUPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.21211165,-73.49164709
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000156,I.E. PUENTE DE PIEDRA,215861000113,CENT EDUC BOJIRQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.41473,-73.51945
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,415001002061,I.E. PANAMERICANO PUENTE BOYACA,215001000744,CENT EDUC BOLIVARIANA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.445759,-73.432756
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000121,I.E. SAN ANTONIO DE PADUA,215861000130,CENT EDUC EL BOQUERON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.34854336,-73.58247399
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000121,I.E. SAN ANTONIO DE PADUA,215861000091,CENT EDUC EL FRUTILLO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.33268562,-73.56706734
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,115861000011,I.E. FRANCISCO DE PAULA SANTANDER,215861000300,CENT EDUC MATANEGRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.380750223,-73.5121266
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,115861000011,I.E. FRANCISCO DE PAULA SANTANDER,215861000083,CENT EDUC MONTOYA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.382320671,-73.50671373
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,415001002061,I.E. PANAMERICANO PUENTE BOYACA,215861000041,CENT EDUC PALO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.4325,-73.432778
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,415001002061,I.E. PANAMERICANO PUENTE BOYACA,215861000075,CENT EDUC PUENTE BOYACA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.434731,-73.448061
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000156,I.E. PUENTE DE PIEDRA,215861000067,CENT EDUC SAN JOSE DEL GACAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.371111,-73.493611
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000156,I.E. PUENTE DE PIEDRA,215861000105,CENT EDUC SUPATA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.382508,-73.500839
15,BOYACÁ,CENTRO,15861,VENTAQUEMADA,215861000156,I.E. PUENTE DE PIEDRA,215861000156,I.E. PUENTE DE PIEDRA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.390232379,-73.49862356
15,BOYACÁ,RICAURTE,15407,VILLA DE LEYVA,215407000087,I.E. LUIS CARLOS GALAN SARMIENTO,215407000176,ESC CAPILLA 2,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.709903633,-73.47390235
15,BOYACÁ,RICAURTE,15407,VILLA DE LEYVA,115407000015,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,215407000095,ESC EL ROBLE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.676793433,-73.53666777
15,BOYACÁ,RICAURTE,15407,VILLA DE LEYVA,115407000023,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,215407000061,ESC LLANO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.70731002,-73.50781681
15,BOYACÁ,RICAURTE,15407,VILLA DE LEYVA,115407000015,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,215407000079,ESC SABANA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.687453,-73.507592
15,BOYACÁ,RICAURTE,15407,VILLA DE LEYVA,115407000023,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,215407000117,SALTO Y LA LAVANDERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.662219234,-73.57414428
15,BOYACÁ,MÁRQUEZ,15879,VIRACACHÁ,115879000221,I.E. TECNICA AGROPECUARIA,215879000226,CEN EDU CAROS ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.42843574,-73.23995617
15,BOYACÁ,MÁRQUEZ,15879,VIRACACHÁ,115879000221,I.E. TECNICA AGROPECUARIA,215879000242,CEN EDU CHEN ALTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.466955,-73.276172
15,BOYACÁ,MÁRQUEZ,15879,VIRACACHÁ,115879000221,I.E. TECNICA AGROPECUARIA,215879000129,CEN EDU ICARINA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.469816,-73.301617
15,BOYACÁ,MÁRQUEZ,15879,VIRACACHÁ,115879000221,I.E. TECNICA AGROPECUARIA,215879000072,CEN EDU PUEBLO VIEJO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.435315457,-73.27537172
15,BOYACÁ,LENGUPÁ,15897,ZETAQUIRA,115897000018,I.E. LIBARDO CUERVO PATARROYO,215897000071,BARRANCAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.32609066,-73.09011435
15,BOYACÁ,LENGUPÁ,15897,ZETAQUIRA,115897000221,I.E. SAN JOSE DE LA FLORIDA,215897000039,ESC GUANATÁ CENTRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.244722,-73.169722
15,BOYACÁ,LENGUPÁ,15897,ZETAQUIRA,115897000221,I.E. SAN JOSE DE LA FLORIDA,215897000080,ESC GUANATÁ CRUCERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.250556,-73.169722
15,BOYACÁ,LENGUPÁ,15897,ZETAQUIRA,115897000221,I.E. SAN JOSE DE LA FLORIDA,215897000101,ESC JURACAMBITA CARBONERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.3099499,-73.188198333
15,BOYACÁ,LENGUPÁ,15897,ZETAQUIRA,115897000221,I.E. SAN JOSE DE LA FLORIDA,215897000098,ESC JURACAMBITA PÁRAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.2983499,-73.202723333
