CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,SUGAMUXI,15466,MONGUÍ,115466000011,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,115466000037,JUAN BAUTISTA CUJAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.725297984,-72.85165293
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,215469000075,I.E. HERNANDO GELVEZ SUAREZ,215469000075,I.E. HERNANDO GELVEZ SUAREZ - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.864381687,-73.55064924
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,215469000342,I.E. SAN ALBERTO MAGNO,215469000342,I.E. SAN ALBERTO MAGNO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.922975915,-73.54141218
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469000038,I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.872089386,-73.57728139
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,215469000091,I.E. TECNICA JORDAN,215469000091,I.E. TECNICA JORDAN - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.914444,-73.555278
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,215469000156,I.E. TECNICA LA LAJA,215469000156,I.E. TECNICA LA LAJA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.888940104,-73.54101243
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469000402,SEDE ANTONIO RICAURTE,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469800018,SEDE ANEXA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.8740089717821,-73.57429241454
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469000054,SEDE GASPAR RAMIREZ,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,RICAURTE,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469800000,SEDE CENTRAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.877395108124,-73.568428548434
15,BOYACÁ,CENTRO,15476,MOTAVITA,115476000124,I.E. TECNICA SANTA CRUZ DE MOTAVITA,115476000043,CONC URB MIX,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,CENTRO,15476,MOTAVITA,215476000013,I.E. TECNICA AMBIENTAL SOTE PANELAS,215476000013,I.E. TECNICA AMBIENTAL SOTE PANELAS - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.634078765,-73.38515347
15,BOYACÁ,CENTRO,15476,MOTAVITA,115476000124,I.E. TECNICA SANTA CRUZ DE MOTAVITA,115476000124,I.E. TECNICA SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.579512,-73.365766
15,BOYACÁ,OCCIDENTE,15480,MUZO,315480000341,I.E. SAN MARCOS,115480000031,CONC URB JOSE FRANCISCO MAHECHA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.529167,-74.100556
15,BOYACÁ,OCCIDENTE,15480,MUZO,415480000400,I.E. CONCHA MEDINA DE SILVA,415480000400,I.E. CONCHA MEDINA DE SILVA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.538372091,-74.13559441
15,BOYACÁ,OCCIDENTE,15480,MUZO,215480000133,I.E. NUESTRA SEÑORA DE LA NAVAL,215480000133,I.E. NUESTRA SEÑORA DE LA NAVAL - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.522736653,-74.07043525
15,BOYACÁ,OCCIDENTE,15480,MUZO,315480000341,I.E. SAN MARCOS,315480000341,I.E. SAN MARCOS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.530003244,-74.10196353
15,BOYACÁ,SUGAMUXI,15491,NOBSA,115491000017,I.E. TECNICA DE NOBSA,115491000041,CONC KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.770175857,-72.93757545
15,BOYACÁ,SUGAMUXI,15491,NOBSA,115491000017,I.E. TECNICA DE NOBSA,115491000017,I.E. TECNICA DE NOBSA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.774196668,-72.93816102
15,BOYACÁ,MÁRQUEZ,15494,NUEVO COLÓN,115494000131,I.E. NUESTRA SEÑORA DE LA ANTIGUA,115494000131,I.E. NUESTRA SEÑORA DE LA ANTIGUA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.3545928947113,-73.456752321529
15,BOYACÁ,CENTRO,15500,OICATÁ,115500000084,I.E. NICOLAS CUERVO Y ROJAS,115500000084,I.E. NICOLAS CUERVO Y ROJAS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.596299636,-73.30817918
15,BOYACÁ,OCCIDENTE,15507,OTANCHE,115507000012,I.E. SAN IGNACIO DE LOYOLA,115507000039,CONC PABLO SEXTO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6567562418135,-74.182415964981
15,BOYACÁ,OCCIDENTE,15507,OTANCHE,115507000012,I.E. SAN IGNACIO DE LOYOLA,115507000012,I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.656951141,-74.18190635
15,BOYACÁ,NEIRA,15511,PACHAVITA,315511000018,I.E. TECNICA HONORIO ANGEL Y OLARTE,315511000018,I.E. TECNICA HONORIO ANGEL Y OLARTE - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.1406688180773,-73.39702396539
15,BOYACÁ,LENGUPÁ,15514,PÁEZ,115514000249,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,115514000010,CON. BOLIVAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.100065127,-73.05185448
15,BOYACÁ,LENGUPÁ,15514,PÁEZ,115514000249,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,115514000249,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.099703219,-73.05277628
15,BOYACÁ,TUNDAMA,15516,PAIPA,315516000016,I.E. EL ROSARIO,215516000933,CONC. LA PRADERA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.783209986,-73.13292012
15,BOYACÁ,TUNDAMA,15516,PAIPA,115516000025,I.E. ARMANDO SOLANO,115516000025,I.E. ARMANDO SOLANO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.774836556,-73.11624907
15,BOYACÁ,TUNDAMA,15516,PAIPA,215516000127,I.E. RAFAEL BAYONA NIÑO,215516000127,I.E. RAFAEL BAYONA NIÑO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.795569,-73.089731
15,BOYACÁ,TUNDAMA,15516,PAIPA,215516000542,I.E. TECNICA AGRICOLA,215516000542,I.E. TECNICA AGRICOLA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.744735,-73.130842
15,BOYACÁ,TUNDAMA,15516,PAIPA,115516000424,I.E. TOMAS VASQUEZ RODRIGUEZ,115516000424,I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.779623102,-73.11963981
15,BOYACÁ,LA LIBERTAD,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,115518000171,COL DEPTAL AGROP PRIMARIA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.292007351,-72.70271173
15,BOYACÁ,LA LIBERTAD,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,115518000219,I.E. AGROPECUARIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.29455646,-72.70327642
15,BOYACÁ,GUTIÉRREZ,15522,PANQUEBA,115522000126,I.E. TECNICA DE PANQUEBA,115522000126,I.E. TECNICA DE PANQUEBA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,6.4437924699323,-72.459809799572
15,BOYACÁ,OCCIDENTE,15531,PAUNA,115531000015,I.E. TECNICO NACIONALIZADO DE PAUNA,115531000023,CONC ALIANZA PARA EL PROGRESO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6592221572621,-73.976365258151
15,BOYACÁ,OCCIDENTE,15531,PAUNA,215531000435,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000435,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.649167,-73.981389
15,BOYACÁ,OCCIDENTE,15531,PAUNA,115531000015,I.E. TECNICO NACIONALIZADO DE PAUNA,115531000015,I.E. TECNICO NACIONALIZADO DE PAUNA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6562358188313,-73.980096914441
15,BOYACÁ,LA LIBERTAD,15533,PAYA,115533000179,I.E. TECNICO SIMONA AMAYA,115533000179,I.E. TECNICO SIMONA AMAYA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.624452148,-72.42322083
15,BOYACÁ,VALDERRAMA,15537,PAZ DE RÍO,115537000025,I.E. TECNICA INDUSTRIAL Y MINERA,115537000297,CONC JHON F KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,VALDERRAMA,15537,PAZ DE RÍO,115537000025,I.E. TECNICA INDUSTRIAL Y MINERA,115537000025,I.E. TECNICA INDUSTRIAL Y MINERA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.989136506,-72.7520773
15,BOYACÁ,SUGAMUXI,15542,PESCA,115542000025,I.E. INDALECIO VASQUEZ,115542000050,EL LIBERTADOR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5568288587061,-73.051777110613
15,BOYACÁ,SUGAMUXI,15542,PESCA,215542000224,I.E. BUTAGA,215542000224,I.E. BUTAGA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.508692841,-73.09700504
15,BOYACÁ,SUGAMUXI,15542,PESCA,215542000194,I.E. EL HATO,215542000194,I.E. EL HATO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.518346,-73.070339
15,BOYACÁ,SUGAMUXI,15542,PESCA,115542000025,I.E. INDALECIO VASQUEZ,115542000025,I.E. INDALECIO VASQUEZ  - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.564911505,-73.04697143
15,BOYACÁ,LA LIBERTAD,15550,PISBA,115550000191,I.E. RAMON BARRANTES,115550000191,I.E. RAMON BARRANTES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.721183406,-72.48614928
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000062,I.E. ANTONIA SANTOS,115572001131,CRISTO REY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.83,-74.550833
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000062,I.E. ANTONIA SANTOS,115572000062,I.E. ANTONIA SANTOS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.979083294807,-74.595764467316
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,215572000334,I.E. EL PRADO,215572000334,I.E. EL PRADO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.969722,-74.490833
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000348,I.E. JOHN F. KENNEDY,115572000348,I.E. JOHN F. KENNEDY - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.9775000396141,-74.592677517387
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000321,I.E. JOSE ANTONIO GALAN,115572000321,I.E. JOSE ANTONIO GALAN - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.954167,-74.571667
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000011,I.E. SAN PEDRO CLAVER,115572000011,I.E. SAN PEDRO CLAVER- SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.9744457361855,-74.584159164197
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,215572000938,I.E. TECNICA AGROPECUARIA EL MARFIL,215572000938,I.E. TECNICA AGROPECUARIA EL MARFIL - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.904722,-74.345833
15,BOYACÁ,OCCIDENTE,15572,PUERTO BOYACÁ,115572000062,I.E. ANTONIA SANTOS,115572000054,SIMON BOLIVAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.828889,-74.387778
15,BOYACÁ,OCCIDENTE,15580,QUÍPAMA,215580000041,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,415580000512,COL TEC NSTRA SRA DE LA PAZ - PRIMARIA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.519755,-74.179261
15,BOYACÁ,OCCIDENTE,15580,QUÍPAMA,215580000017,I.E. LA FLORESTA,215580000017,I.E. LA FLORESTA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.505260662,-74.15338827
15,BOYACÁ,OCCIDENTE,15580,QUÍPAMA,215580000041,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,215580000041,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.520491569,-74.18059393
15,BOYACÁ,MÁRQUEZ,15599,RAMIRIQUÍ,115599000013,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,115599000251,CARLOS RINCON,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.3981293595935,-73.332781383531
15,BOYACÁ,MÁRQUEZ,15599,RAMIRIQUÍ,215599000123,I.E. NAGUATA,215599000123,I.E. NAGUATA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.357621,-73.332032
15,BOYACÁ,MÁRQUEZ,15599,RAMIRIQUÍ,115599000013,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,115599000013,I.E. TECNICA JOSE IGNACIO DE MARQUEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.4020082418424,-73.336212695969
15,BOYACÁ,RICAURTE,15600,RÁQUIRA,115600000014,I.E. SAN ANTONIO,315600000226,COL EL SOL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5405953118986,-73.627632234407
15,BOYACÁ,RICAURTE,15600,RÁQUIRA,115600000014,I.E. SAN ANTONIO,115600000014,I.E. SAN ANTONIO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5386234922007,-73.632941427855
15,BOYACÁ,MÁRQUEZ,15621,RONDÓN,315621000218,I.E. TECNICA AGROPECUARIA SAN RAFAEL,315621000218,I.E. TECNICA AGROPECUARIA SAN RAFAEL - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.356863428,-73.20884434
15,BOYACÁ,OCCIDENTE,15632,SABOYÁ,215632000592,I.E. NORMAL SUPERIOR,115632000024,CONC URB JONH F KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.697520628,-73.76485639
15,BOYACÁ,OCCIDENTE,15632,SABOYÁ,215632000592,I.E. NORMAL SUPERIOR,215632000592,I.E. NORMAL SUPERIOR - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.699482406,-73.7617821
15,BOYACÁ,OCCIDENTE,15632,SABOYÁ,215632000665,I.E. SAN ISIDRO,215632000665,I.E. SAN ISIDRO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.656111,-73.813611
